cluster,,,,,,,,,,SGC Rain-fed High,SGC Irrigation High,CON Irrigation Low,MZE Rain-fed High,MZE Irrigation High,MZE Irrigation Low,CON Rain-fed High,SGC Irrigation Low,CON Irrigation High,MZE Rain-fed Low,SGC Rain-fed Low,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8583,0.8635,0.1488,0.5482,0.5489,0.1531,0.4763,0.2748,0.4768,0.1493,0.2737,0.1487,0.1466,0.6408,0.1466,0.6358
