cluster,,,,,,,,,,CON Irrigation High,MZE Rain-fed Low,MZE Rain-fed High,SGC Irrigation Low,SGC Irrigation High,SGC Rain-fed High,CON Irrigation Low,MZE Irrigation High,SGC Rain-fed Low,MZE Irrigation Low,CON Rain-fed High,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8921,0.4015,0.4851,1.0496,1.2264,1.2238,0.7479,0.4744,1.044,0.4103,0.923,0.7512,0.8094,0.948,0.8068,0.977
