cluster,,,,,,,,,,CON Irrigation High,MZE Rain-fed Low,MZE Rain-fed High,SGC Irrigation Low,SGC Irrigation High,SGC Rain-fed High,CON Irrigation Low,MZE Irrigation High,SGC Rain-fed Low,MZE Irrigation Low,CON Rain-fed High,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8804,0.4287,0.4685,1.1564,1.2794,1.2327,0.2434,0.4594,1.1022,0.4314,0.9158,0.2552,0.8351,0.9805,0.8404,0.9868
