cluster,,,,,,,,,,SGC Rain-fed High,SGC Irrigation High,CON Irrigation Low,MZE Rain-fed High,MZE Irrigation High,MZE Irrigation Low,CON Rain-fed High,SGC Irrigation Low,CON Irrigation High,MZE Rain-fed Low,SGC Rain-fed Low,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.834,0.8341,0.1488,0.5305,0.5305,0.1588,0.5162,0.2643,0.5167,0.1548,0.2643,0.1487,0.1461,0.6206,0.1458,0.6204
