cluster,,,,,,,,,,CON Irrigation High,MZE Rain-fed Low,MZE Rain-fed High,SGC Irrigation Low,SGC Irrigation High,SGC Rain-fed High,CON Irrigation Low,MZE Irrigation High,SGC Rain-fed Low,MZE Irrigation Low,CON Rain-fed High,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.7331,0.4055,0.4547,1.0502,1.218,1.1766,0.4953,0.4455,1.0221,0.4136,0.7503,0.5058,0.8024,0.9273,0.7994,0.9198
