cluster,,,,,,,,,,CON Rain-fed Low,SGC Rain-fed High,CON Irrigation High,SGC Irrigation High,MZE Irrigation Low,SGC Irrigation Low,CON Irrigation Low,CON Rain-fed High,MZE Irrigation High,SGC Rain-fed Low,MZE Rain-fed High,MZE Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.0213,0.1878,0.0745,0.0905,0.0017,0.0053,0.0006,0.0245,0.0076,0.2225,0.001,0.001,0.0063,0.09,0.125,0.0656
