cluster,,,,,,,,,,SGC Rain-fed High,SGC Irrigation High,CON Irrigation Low,MZE Rain-fed High,MZE Irrigation High,MZE Irrigation Low,CON Rain-fed High,SGC Irrigation Low,CON Irrigation High,MZE Rain-fed Low,SGC Rain-fed Low,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8224,0.8292,0.0813,0.5387,0.5413,0.2224,0.455,0.2641,0.4595,0.2168,0.2628,0.0812,0.1784,0.6164,0.1783,0.6125
