cluster,,,,,,,,,,SGC Rain-fed High,SGC Irrigation High,CON Irrigation Low,MZE Rain-fed High,MZE Irrigation High,MZE Irrigation Low,CON Rain-fed High,SGC Irrigation Low,CON Irrigation High,MZE Rain-fed Low,SGC Rain-fed Low,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8356,0.8366,0.1493,0.5346,0.5346,0.1837,0.5146,0.2655,0.5152,0.1792,0.2654,0.1492,0.1556,0.6209,0.1553,0.62
