cluster,,,,,,,,,,SGC Rain-fed High,SGC Irrigation High,CON Irrigation Low,MZE Rain-fed High,MZE Irrigation High,MZE Irrigation Low,CON Rain-fed High,SGC Irrigation Low,CON Irrigation High,MZE Rain-fed Low,SGC Rain-fed Low,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8421,0.8449,0.1501,0.5383,0.5383,0.171,0.5135,0.2677,0.5139,0.1667,0.2671,0.15,0.1513,0.6271,0.151,0.6247
