cluster,,,,,,,,,,CON Irrigation High,MZE Rain-fed Low,MZE Rain-fed High,SGC Irrigation Low,SGC Irrigation High,SGC Rain-fed High,CON Irrigation Low,MZE Irrigation High,SGC Rain-fed Low,MZE Irrigation Low,CON Rain-fed High,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8451,0.3878,0.4645,1.0143,1.1999,1.1418,0.7202,0.4554,0.9926,0.3961,0.8805,0.7278,0.7808,0.9198,0.7749,0.9438
