cluster,,,,,,,,,,CON Irrigation High,MZE Rain-fed Low,MZE Rain-fed High,SGC Irrigation Low,SGC Irrigation High,SGC Rain-fed High,CON Irrigation Low,MZE Irrigation High,SGC Rain-fed Low,MZE Irrigation Low,CON Rain-fed High,CON Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.8766,0.389,0.4814,1.0194,1.2217,1.2058,0.7287,0.4723,1.0084,0.3975,0.9111,0.7524,0.7867,0.9414,0.7926,0.966
