cluster,,,,,,,,,,CON Rain-fed Low,SGC Rain-fed High,CON Irrigation High,SGC Irrigation High,MZE Irrigation Low,SGC Irrigation Low,CON Irrigation Low,CON Rain-fed High,MZE Irrigation High,SGC Rain-fed Low,MZE Rain-fed High,MZE Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.0005,0.0527,0.0134,0.0179,0.0012,0.001,0.0003,0.0039,0.0016,0.0364,0.001,0.001,0.001,0.018,0.0126,0.012
