cluster,,,,,,,,,,CON Rain-fed Low,SGC Rain-fed High,CON Irrigation High,SGC Irrigation High,MZE Irrigation Low,SGC Irrigation Low,CON Irrigation Low,CON Rain-fed High,MZE Irrigation High,SGC Rain-fed Low,MZE Rain-fed High,MZE Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.0007,0.0088,0.0009,0.0013,0.001,0.001,0.0007,0.0009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0016
