REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,PWRCCGGUYXX01,GASINT,2,2021,S2D1,3.3695488
GLOBAL,PWRCCGGUYXX01,GASINT,2,2021,S2D2,2.7596566
GLOBAL,PWRCCGGUYXX01,GASINT,2,2022,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2022,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2022,S1D2,3.9982292
GLOBAL,PWRCCGGUYXX01,GASINT,2,2022,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2022,S2D1,3.3695488
GLOBAL,PWRCCGGUYXX01,GASINT,2,2022,S2D2,2.7596566
GLOBAL,PWRCCGGUYXX01,GASINT,2,2023,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2023,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2023,S1D2,3.9008378
GLOBAL,PWRCCGGUYXX01,GASINT,2,2023,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2023,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2023,S2D2,2.044248
GLOBAL,PWRCCGGUYXX01,GASINT,2,2024,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2024,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2024,S1D2,3.9982292
GLOBAL,PWRCCGGUYXX01,GASINT,2,2024,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2024,S2D1,3.3695488
GLOBAL,PWRCCGGUYXX01,GASINT,2,2024,S2D2,2.7596566
GLOBAL,PWRCCGGUYXX01,GASINT,2,2025,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2025,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2025,S1D2,2.1060692
GLOBAL,PWRCCGGUYXX01,GASINT,2,2025,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2025,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2025,S2D2,3.8105282
GLOBAL,PWRCCGGUYXX01,GASINT,2,2026,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2026,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2026,S1D2,2.1060692
GLOBAL,PWRCCGGUYXX01,GASINT,2,2026,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2026,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2026,S2D2,3.8105282
GLOBAL,PWRCCGGUYXX01,GASINT,2,2027,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2027,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2027,S1D2,3.9008378
GLOBAL,PWRCCGGUYXX01,GASINT,2,2027,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2027,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2027,S2D2,2.044248
GLOBAL,PWRCCGGUYXX01,GASINT,2,2028,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2028,S1D1,3.432589
GLOBAL,PWRCCGGUYXX01,GASINT,2,2028,S1D2,2.7263728
GLOBAL,PWRCCGGUYXX01,GASINT,2,2028,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2028,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2028,S2D2,3.936408
GLOBAL,PWRCCGGUYXX01,GASINT,2,2029,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2029,S1D1,3.432589
GLOBAL,PWRCCGGUYXX01,GASINT,2,2029,S1D2,2.7263728
GLOBAL,PWRCCGGUYXX01,GASINT,2,2029,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2029,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2029,S2D2,3.936408
GLOBAL,PWRCCGGUYXX01,GASINT,2,2030,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2030,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2030,S1D2,3.9008378
GLOBAL,PWRCCGGUYXX01,GASINT,2,2030,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2030,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2030,S2D2,2.044248
GLOBAL,PWRCCGGUYXX01,GASINT,2,2031,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2031,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2031,S1D2,3.9982292
GLOBAL,PWRCCGGUYXX01,GASINT,2,2031,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2031,S2D1,3.3695488
GLOBAL,PWRCCGGUYXX01,GASINT,2,2031,S2D2,2.7596566
GLOBAL,PWRCCGGUYXX01,GASINT,2,2032,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2032,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2032,S1D2,2.1060692
GLOBAL,PWRCCGGUYXX01,GASINT,2,2032,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2032,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2032,S2D2,3.8105282
GLOBAL,PWRCCGGUYXX01,GASINT,2,2033,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2033,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2033,S1D2,3.9008378
GLOBAL,PWRCCGGUYXX01,GASINT,2,2033,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2033,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2033,S2D2,2.044248
GLOBAL,PWRCCGGUYXX01,GASINT,2,2034,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2034,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2034,S1D2,3.9982292
GLOBAL,PWRCCGGUYXX01,GASINT,2,2034,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2034,S2D1,3.3695488
GLOBAL,PWRCCGGUYXX01,GASINT,2,2034,S2D2,2.7596566
GLOBAL,PWRCCGGUYXX01,GASINT,2,2035,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2035,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2035,S1D2,3.9008378
GLOBAL,PWRCCGGUYXX01,GASINT,2,2035,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2035,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2035,S2D2,2.044248
GLOBAL,PWRCCGGUYXX01,GASINT,2,2036,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2036,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2036,S1D2,3.9982292
GLOBAL,PWRCCGGUYXX01,GASINT,2,2036,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2036,S2D1,3.3695488
GLOBAL,PWRCCGGUYXX01,GASINT,2,2036,S2D2,2.7596566
GLOBAL,PWRCCGGUYXX01,GASINT,2,2037,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2037,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2037,S1D2,2.1060692
GLOBAL,PWRCCGGUYXX01,GASINT,2,2037,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2037,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2037,S2D2,3.8105282
GLOBAL,PWRCCGGUYXX01,GASINT,2,2038,S1D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2038,S1D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2038,S1D2,2.1060692
GLOBAL,PWRCCGGUYXX01,GASINT,2,2038,S2D4,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2038,S2D1,4.1808028
GLOBAL,PWRCCGGUYXX01,GASINT,2,2038,S2D2,3.8105282
GLOBAL,PWRCCGGUYXX01,GASINT,2,2039,S1D4,5.6254452
GLOBAL,PWRCCGGUYXX01,GASINT,2,2039,S1D1,5.324749
GLOBAL,PWRCCGGUYXX01,GASINT,2,2039,S1D2,3.9982292
GLOBAL,PWRCCGGUYXX01,GASINT,2,2039,S2D4,6.0729628
GLOBAL,PWRCCGGUYXX01,GASINT,2,2039,S2D1,5.2617088
GLOBAL,PWRCCGGUYXX01,GASINT,2,2039,S2D2,3.936408
GLOBAL,PWRCCGGUYXX01,GASINT,2,2040,S1D4,5.7591142
GLOBAL,PWRCCGGUYXX01,GASINT,2,2040,S1D1,5.4290322
GLOBAL,PWRCCGGUYXX01,GASINT,2,2040,S1D2,4.070967
GLOBAL,PWRCCGGUYXX01,GASINT,2,2040,S2D4,6.1423064
GLOBAL,PWRCCGGUYXX01,GASINT,2,2040,S2D1,5.3428572
GLOBAL,PWRCCGGUYXX01,GASINT,2,2040,S2D2,3.987654
GLOBAL,PWRCCGGUYXX01,GASINT,2,2041,S1D4,5.7967554
GLOBAL,PWRCCGGUYXX01,GASINT,2,2041,S1D1,5.4645162
GLOBAL,PWRCCGGUYXX01,GASINT,2,2041,S1D2,4.0975746
GLOBAL,PWRCCGGUYXX01,GASINT,2,2041,S2D4,6.1824522
GLOBAL,PWRCCGGUYXX01,GASINT,2,2041,S2D1,5.3777778
GLOBAL,PWRCCGGUYXX01,GASINT,2,2041,S2D2,4.013717
GLOBAL,PWRCCGGUYXX01,GASINT,2,2042,S1D4,5.8343968
GLOBAL,PWRCCGGUYXX01,GASINT,2,2042,S1D1,5.5
GLOBAL,PWRCCGGUYXX01,GASINT,2,2042,S1D2,4.1241822
GLOBAL,PWRCCGGUYXX01,GASINT,2,2042,S2D4,6.222598
GLOBAL,PWRCCGGUYXX01,GASINT,2,2042,S2D1,5.4126984
GLOBAL,PWRCCGGUYXX01,GASINT,2,2042,S2D2,4.0397802
GLOBAL,PWRCCGGUYXX01,GASINT,2,2043,S1D4,5.9021386
GLOBAL,PWRCCGGUYXX01,GASINT,2,2043,S1D1,5.5532258
GLOBAL,PWRCCGGUYXX01,GASINT,2,2043,S1D2,4.177408
GLOBAL,PWRCCGGUYXX01,GASINT,2,2043,S2D4,6.2940264
GLOBAL,PWRCCGGUYXX01,GASINT,2,2043,S2D1,5.4650794
GLOBAL,PWRCCGGUYXX01,GASINT,2,2043,S2D2,4.0921612
GLOBAL,PWRCCGGUYXX01,GASINT,2,2043,S2D3,0.123809524
GLOBAL,PWRCCGGUYXX01,GASINT,2,2044,S1D4,5.9473
GLOBAL,PWRCCGGUYXX01,GASINT,2,2044,S1D1,5.5887096
GLOBAL,PWRCCGGUYXX01,GASINT,2,2044,S1D2,4.212892
GLOBAL,PWRCCGGUYXX01,GASINT,2,2044,S1D3,0.20967742
GLOBAL,PWRCCGGUYXX01,GASINT,2,2044,S2D4,6.3416456
GLOBAL,PWRCCGGUYXX01,GASINT,2,2044,S2D1,5.5
GLOBAL,PWRCCGGUYXX01,GASINT,2,2044,S2D2,4.1270818
GLOBAL,PWRCCGGUYXX01,GASINT,2,2045,S1D4,5.9924612
GLOBAL,PWRCCGGUYXX01,GASINT,2,2045,S1D1,5.6241936
GLOBAL,PWRCCGGUYXX01,GASINT,2,2045,S1D2,4.2483758
GLOBAL,PWRCCGGUYXX01,GASINT,2,2045,S2D4,6.3892646
GLOBAL,PWRCCGGUYXX01,GASINT,2,2045,S2D1,5.5349206
GLOBAL,PWRCCGGUYXX01,GASINT,2,2045,S2D2,4.1620024
GLOBAL,PWRCCGGUYXX01,GASINT,2,2045,S2D3,0.28888888
GLOBAL,PWRCCGGUYXX01,GASINT,2,2046,S1D4,6.263429
GLOBAL,PWRCCGGUYXX01,GASINT,2,2046,S1D1,5.8370968
GLOBAL,PWRCCGGUYXX01,GASINT,2,2046,S1D2,4.461279
GLOBAL,PWRCCGGUYXX01,GASINT,2,2046,S2D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2046,S2D1,5.7444444
GLOBAL,PWRCCGGUYXX01,GASINT,2,2046,S2D2,4.3715262
GLOBAL,PWRCCGGUYXX01,GASINT,2,2046,S2D3,0.78412698
GLOBAL,PWRCCGGUYXX01,GASINT,2,2047,S1D4,6.5118162
GLOBAL,PWRCCGGUYXX01,GASINT,2,2047,S1D1,6.032258
GLOBAL,PWRCCGGUYXX01,GASINT,2,2047,S1D2,4.6564404
GLOBAL,PWRCCGGUYXX01,GASINT,2,2047,S2D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2047,S2D1,5.936508
GLOBAL,PWRCCGGUYXX01,GASINT,2,2047,S2D2,4.5635896
GLOBAL,PWRCCGGUYXX01,GASINT,2,2047,S2D3,1.23809524
GLOBAL,PWRCCGGUYXX01,GASINT,2,2048,S1D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2048,S1D1,6.2274194
GLOBAL,PWRCCGGUYXX01,GASINT,2,2048,S1D2,4.8516016
GLOBAL,PWRCCGGUYXX01,GASINT,2,2048,S1D3,1.71935484
GLOBAL,PWRCCGGUYXX01,GASINT,2,2048,S2D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2048,S2D1,6.1285714
GLOBAL,PWRCCGGUYXX01,GASINT,2,2048,S2D2,4.7556532
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S1D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S1D1,6.4403226
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S1D2,5.0645048
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S1D3,2.217104
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S2D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S2D1,6.3380952
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S2D2,4.965177
GLOBAL,PWRCCGGUYXX01,GASINT,2,2049,S2D3,0.0053896936
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S1D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S1D1,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S1D2,5.2596662
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S1D3,0.43513578
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S2D4,6.6354838
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S2D1,6.5301588
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S2D2,5.1572404
GLOBAL,PWRCCGGUYXX01,GASINT,2,2050,S2D3,2.213041
GLOBAL,PWROCGGUYXX01,GASINT,2,2046,S2D4,0.056418601786
GLOBAL,PWROCGGUYXX01,GASINT,2,2047,S2D4,0.43054955716000004
GLOBAL,PWROCGGUYXX01,GASINT,2,2048,S1D4,0.178161574333
GLOBAL,PWROCGGUYXX01,GASINT,2,2048,S2D4,0.80468050682
GLOBAL,PWROCGGUYXX01,GASINT,2,2049,S1D4,0.5652389937800001
GLOBAL,PWROCGGUYXX01,GASINT,2,2049,S2D4,1.2128233558000001
GLOBAL,PWROCGGUYXX01,GASINT,2,2050,S1D4,0.9200599661300002
GLOBAL,PWROCGGUYXX01,GASINT,2,2050,S2D4,1.5869543054600002
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2021,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2021,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2021,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2021,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2021,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2021,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2022,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2022,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2022,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2022,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2022,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2022,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2023,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2023,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2023,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2023,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2023,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2023,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2024,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2024,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2024,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2024,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2024,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2024,S2D3,3.0963036
