REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2025,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2025,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2025,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2025,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2025,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2025,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2026,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2026,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2026,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2026,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2026,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2026,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2027,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2027,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2027,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2027,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2027,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2027,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2028,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2028,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2028,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2028,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2028,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2028,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2029,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2029,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2029,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2029,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2029,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2029,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2030,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2030,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2030,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2030,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2030,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2030,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2031,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2031,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2031,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2031,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2031,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2031,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2032,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2032,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2032,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2032,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2032,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2032,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2033,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2033,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2033,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2033,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2033,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2033,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2034,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2034,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2034,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2034,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2034,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2034,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2035,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2035,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2035,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2035,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2035,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2035,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2036,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2036,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2036,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2036,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2036,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2036,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2037,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2037,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2037,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2037,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2037,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2037,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2038,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2038,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2038,S1D3,3.1023685
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2038,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2038,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2038,S2D3,3.1428191
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2039,S1D4,0.5644997
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2039,S1D2,0.66630624
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2039,S1D3,3.1496342
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2039,S2D4,0.56098913
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2039,S2D2,0.66490201
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2039,S2D3,3.0963036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2040,S1D4,0.5752816
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2040,S1D2,0.67903264
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2040,S1D3,3.2080645
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2040,S2D4,0.57170398
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2040,S2D2,0.67760159
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2040,S2D3,3.1571429
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2041,S1D4,0.57904161
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2041,S1D2,0.68347076
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2041,S1D3,3.2290323
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2041,S2D4,0.57544061
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2041,S2D2,0.68203036
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2041,S2D3,3.1777778
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2042,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2042,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2042,S1D3,3.25
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2042,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2042,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2042,S2D3,3.1984127
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2043,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2043,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2043,S1D3,3.2814516
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2043,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2043,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2043,S2D3,3.1674603
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2044,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2044,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2044,S1D3,3.1975806
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2044,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2044,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2044,S2D3,3.25
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2045,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2045,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2045,S1D3,3.3233871
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2045,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2045,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2045,S2D3,3.1261905
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2046,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2046,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2046,S1D3,3.4491935
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2046,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2046,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2046,S2D3,3.002381
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2047,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2047,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2047,S1D3,3.5645161
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2047,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2047,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2047,S2D3,2.8888889
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2048,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2048,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2048,S1D3,2.8201613
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2048,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2048,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2048,S2D3,3.6214286
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2049,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2049,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2049,S1D3,2.6970932
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2049,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2049,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2049,S2D3,3.7425432
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2050,S1D4,0.58280162
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2050,S1D2,0.68790888
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2050,S1D3,3.7033999
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2050,S2D4,0.57917723
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2050,S2D2,0.68645912
GLOBAL,PWRSPVGUYXX01,SPVGUYXX,1,2050,S2D3,2.7522097
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2021,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2022,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2023,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2024,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2025,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2026,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2027,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2028,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2029,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2030,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2031,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2032,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2033,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2034,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2035,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2036,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2037,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2038,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S1D1,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S1D2,2.7145161
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S1D3,3.2080645
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S2D4,3.6428571
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S2D1,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S2D2,2.6714286
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2039,S2D3,3.1571429
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2040,S1D4,3.4548387
GLOBAL,PWRTRNGUYXX,ELCGUYXX01,1,2040,S1D1,2.7145161
