REGION,TECHNOLOGY,VALUE
GLOBAL,MINGASINT,51.15623161468881
GLOBAL,PWRBIOGUYXX01,8.514719983920001
GLOBAL,PWRCCGGUYXX01,50.6870814792888
GLOBAL,PWROCGGUYXX01,0.252638720144
GLOBAL,PWRSPVGUYXX01,32.99933613378
GLOBAL,PWRTRNGUYXX,93.455999957
GLOBAL,PWRWONGUYXX01,1.0022236085779999
GLOBAL,RNWBIOGUYXX,31.4193166487
GLOBAL,RNWSPVGUYXX,32.99933613378
GLOBAL,RNWWONGUYXX,1.0022236085779999
