REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRCCGGUYXX01,2039,3.6948462
GLOBAL,PWRCCGGUYXX01,2040,0.13999207
GLOBAL,PWRCCGGUYXX01,2041,0.083574631
GLOBAL,PWRCCGGUYXX01,2042,0.085981786
GLOBAL,PWRCCGGUYXX01,2043,0.15706025
GLOBAL,PWRCCGGUYXX01,2044,0.10729663
GLOBAL,PWRCCGGUYXX01,2045,0.10976311
GLOBAL,PWRCCGGUYXX01,2046,0.57968756
GLOBAL,PWROCGGUYXX01,2027,0.93226309
GLOBAL,PWROCGGUYXX01,2040,0.033187641
GLOBAL,PWROCGGUYXX01,2041,0.015184203
GLOBAL,PWROCGGUYXX01,2042,0.015621546
GLOBAL,PWROCGGUYXX01,2043,0.0099720792
GLOBAL,PWROCGGUYXX01,2044,0.0068124845
GLOBAL,PWROCGGUYXX01,2045,0.0069690862
GLOBAL,PWROCGGUYXX01,2046,0.095843802
GLOBAL,PWROCGGUYXX01,2047,0.39931501
GLOBAL,PWROCGGUYXX01,2048,0.40675532
GLOBAL,PWROCGGUYXX01,2049,0.45146327
GLOBAL,PWROCGGUYXX01,2050,0.42058991
GLOBAL,PWRSPVGUYXX01,2040,0.28620061
GLOBAL,PWRSPVGUYXX01,2041,0.10292032
GLOBAL,PWRSPVGUYXX01,2042,0.10588467
