,id,cluster,index_right,sqkm,CON cwd Rain-fed Low_mean,SGC yld Rain-fed High_mean,CON evt Irrigation High_mean,CAS yld Irrigation High_mean,MZE evt Rain-fed Low_mean,SGC yld Irrigation High_mean,CAS cwd Irrigation High_mean,MZE evt Rain-fed High_mean,CON yld Irrigation Low_mean,SGC cwd Rain-fed High_mean,MZE yld Rain-fed High_mean,MZE yld Irrigation High_mean,MZE yld Irrigation Low_mean,CAS evt Irrigation Low_mean,COC yld Irrigation Low_mean,COC evt Irrigation High_mean,CON cwd Irrigation High_mean,CON yld Rain-fed High_mean,SGC yld Irrigation Low_mean,CAS yld Rain-fed High_mean,SGC cwd Irrigation High_mean,MZE cwd Irrigation Low_mean,SGC cwd Irrigation Low_mean,CAS evt Rain-fed High_mean,SGC evt Irrigation Low_mean,CON yld Irrigation High_mean,COC cwd Rain-fed High_mean,MZE yld Rain-fed Low_mean,SGC yld Rain-fed Low_mean,CAS yld Irrigation Low_mean,CAS cwd Rain-fed High_mean,COC cwd Irrigation High_mean,CAS cwd Rain-fed Low_mean,COC evt Rain-fed Low_mean,CAS cwd Irrigation Low_mean,SGC evt Irrigation High_mean,CON cwd Irrigation Low_mean,COC yld Irrigation High_mean,CON cwd Rain-fed High_mean,MZE cwd Irrigation High_mean,CON yld Rain-fed Low_mean,COC cwd Rain-fed Low_mean,SGC evt Rain-fed High_mean,CAS evt Irrigation High_mean,CON evt Irrigation Low_mean,COC yld Rain-fed Low_mean,MZE evt Irrigation High_mean,COC evt Rain-fed High_mean,SGC evt Rain-fed Low_mean,COC evt Irrigation Low_mean,SGC cwd Rain-fed Low_mean,MZE cwd Rain-fed High_mean,MZE evt Irrigation Low_mean,COC cwd Irrigation Low_mean,COC yld Rain-fed High_mean,MZE cwd Rain-fed Low_mean,CAS yld Rain-fed Low_mean,CAS evt Rain-fed Low_mean,CON evt Rain-fed High_mean,CON evt Rain-fed Low_mean,precipitation prc_mean,LCType2,LCType6,LCType10,LCType7,LCType3,geometry
1269,1269,UPP,9,99.48184754353208,14.5,7920.5,743.0,9960.0,427.0,8224.25,57.5,446.0,1294.75,153.75,5358.5,5358.5,2247.0,692.25,729.0,902.25,38.25,4587.25,3052.0,9960.0,40.5,1.0,1.0,855.5,1041.25,4587.25,88.25,2193.5,3033.25,2869.5,1.5,51.0,42.0,820.5,1.0,1120.0,1.0,2462.5,2.0,1.0,1292.75,52.25,1047.75,738.0,709.25,723.25,437.0,943.75,870.0,849.0,156.0,1.0,435.0,1.0,2462.5,1.0,2866.25,702.0,855.75,744.75,1753.0,4.0,,,,,"POLYGON ((-58.55191701185349 1.401766977318683, -58.55191701171423 1.31176697760661, -58.64191701168033 1.311766977747042, -58.64191701181997 1.401766977459004, -58.55191701185349 1.401766977318683))"
1270,1270,UPP,9,99.47810203294755,24.25,7779.75,752.75,9850.75,434.0,8125.0,61.25,453.0,1229.0,167.25,5324.5,5324.5,2233.5,705.25,745.0,915.25,41.5,4514.25,2581.0,9850.75,44.5,1.0,1.0,868.5,1060.5,4514.25,98.5,2180.75,2564.25,2950.25,2.25,54.0,53.0,826.75,1.0,1136.0,1.0,2368.0,3.5,1.0,1227.0,62.75,1055.25,748.25,722.25,738.75,444.75,951.0,872.75,864.75,175.0,1.0,441.75,1.0,2368.0,1.0,2946.75,705.75,868.0,750.0,1750.75,4.0,,,,,"POLYGON ((-58.55191701199272 1.491766977031283, -58.55191701185349 1.401766977318683, -58.64191701181997 1.401766977459004, -58.64191701195958 1.49176697717149, -58.55191701199272 1.491766977031283))"
1271,1271,UPP,9,99.47411725092348,31.75,7748.0,755.75,9841.25,437.0,8120.25,58.5,456.0,1201.5,173.0,5320.25,5320.0,2233.75,711.0,751.75,920.25,43.5,4489.75,2580.75,9841.0,46.0,1.0,1.0,847.25,1062.25,4489.75,99.75,2181.25,2562.75,3014.0,1.75,56.0,62.25,827.25,1.0,1141.75,1.0,2340.25,3.75,1.0,1199.5,69.75,1029.75,751.0,739.25,745.25,447.75,939.75,870.25,884.25,186.75,1.0,432.25,1.0,2340.25,1.0,3009.25,702.25,865.0,749.5,1760.5,4.0,,,,,"POLYGON ((-58.55191701213193 1.581766976744412, -58.55191701199272 1.491766977031283, -58.64191701195958 1.491766977171491, -58.64191701209916 1.581766976884505, -58.55191701213193 1.581766976744412))"
1272,1272,UPP,9,99.46989320516865,44.333333333333336,7669.0,762.0,9810.833333333334,437.6666666666667,8097.333333333333,57.0,461.3333333333333,1148.6666666666667,183.33333333333334,5310.0,5309.666666666667,2231.8333333333335,721.3333333333334,757.5,929.3333333333334,47.0,4447.5,2575.3333333333335,9810.5,48.833333333333336,1.0,1.0,829.3333333333334,1069.8333333333333,4447.5,104.16666666666667,2179.5,2556.0,3095.0,2.0,59.166666666666664,77.0,829.1666666666666,1.0,1152.5,1.0,2281.5,5.5,1.0,1147.0,82.16666666666667,1006.1666666666666,757.3333333333334,760.3333333333334,750.8333333333334,452.8333333333333,930.1666666666666,867.5,908.8333333333334,204.5,1.0,442.1666666666667,1.0,2280.8333333333335,1.0,3086.8333333333335,698.1666666666666,864.5,749.5,1769.1666666666667,6.0,,,,,"POLYGON ((-58.55191701227111 1.671766976458073, -58.55191701213193 1.581766976744412, -58.64191701209916 1.581766976884505, -58.64191701223869 1.671766976598051, -58.55191701227111 1.671766976458073))"
1273,1273,UPP,9,99.46542990388943,52.25,7624.75,766.75,9827.0,444.5,8116.0,59.0,464.5,1129.0,192.0,5319.5,5319.25,2236.0,727.75,761.5,935.5,48.75,4445.25,2583.5,9827.0,50.5,1.0,1.0,833.75,1078.75,4445.25,110.5,2183.75,2562.5,3168.0,3.5,61.0,87.25,830.5,1.0,1160.5,1.0,2268.25,8.25,1.0,1127.25,89.5,1007.25,762.5,766.25,754.75,456.5,931.5,861.5,915.75,213.75,1.0,453.5,1.0,2265.5,1.0,3156.0,688.0,867.5,749.25,1764.5,4.0,,,,,"POLYGON ((-58.55191701241025 1.76176697617227, -58.55191701227111 1.671766976458073, -58.64191701223869 1.671766976598052, -58.64191701237822 1.761766976312132, -58.55191701241025 1.76176697617227))"
1274,1274,UPP,9,99.46072735570573,54.25,7617.0,768.25,9866.5,445.25,8154.75,59.25,465.75,1134.75,195.0,5335.75,5335.5,2243.0,729.25,782.0,937.5,49.0,4465.5,2596.5,9866.5,51.0,1.0,1.0,834.5,1081.0,4465.5,113.0,2190.25,2575.0,3218.25,4.25,61.5,90.25,831.0,1.0,1163.0,1.0,2289.0,9.5,1.0,1133.0,91.25,1006.5,763.75,767.5,775.25,457.25,931.0,855.75,917.25,215.25,1.0,454.0,1.0,2284.5,1.0,3204.5,673.25,868.0,749.25,1758.75,4.0,,,,,"POLYGON ((-58.55191701254937 1.851766975887004, -58.55191701241025 1.761766976172271, -58.64191701237822 1.761766976312132, -58.64191701251769 1.851766976026749, -58.55191701254937 1.851766975887004))"
1275,1275,UPP,9,99.45578556968668,55.0,7658.5,769.25,9914.5,445.5,8201.5,59.25,466.25,1145.5,197.0,5354.5,5354.75,2251.0,730.0,809.25,938.5,49.25,4488.5,2612.0,9914.5,51.25,1.0,1.0,834.75,1081.75,4488.5,114.75,2197.5,2590.5,3271.5,4.75,61.5,91.5,831.25,1.0,1164.25,1.0,2319.0,10.5,1.0,1143.75,91.75,1005.75,764.75,767.75,802.25,457.75,930.25,861.5,917.75,216.0,1.0,454.0,1.0,2314.0,1.0,3257.0,666.0,867.75,749.5,1752.0,4.0,,,,,"POLYGON ((-58.55191701268847 1.941766975602283, -58.55191701254937 1.851766975887004, -58.64191701251769 1.85176697602675, -58.64191701265717 1.941766975741906, -58.55191701268847 1.941766975602283))"
1276,1276,UPP,9,99.45060455539424,56.5,7712.75,769.75,9963.5,445.5,8250.25,68.0,465.25,1158.0,189.25,5370.25,5370.5,2258.75,738.25,832.25,936.0,49.5,4518.25,2628.5,9961.0,66.0,1.0,1.0,850.25,1089.25,4518.25,111.5,2205.5,2607.25,3311.25,4.0,71.75,93.75,830.25,1.0,1156.5,1.0,2354.25,8.75,1.0,1156.25,93.75,1033.0,760.75,777.75,825.0,457.25,931.0,866.0,928.5,218.75,1.0,454.0,1.0,2349.25,1.0,3296.5,664.25,868.0,748.75,1762.25,4.0,,,,,"POLYGON ((-58.55191701282752 2.031766975318105, -58.55191701268847 1.941766975602283, -58.64191701265717 1.941766975741906, -58.6419170127966 2.031766975457607, -58.55191701282752 2.031766975318105))"
1277,1277,UPP,9,99.44518432282187,58.75,7733.25,770.25,10006.0,445.75,8292.75,77.25,465.0,1166.5,182.0,5383.75,5384.25,2266.0,747.25,850.25,934.0,50.0,4542.75,2642.75,10001.0,81.25,1.0,1.0,866.0,1097.5,4542.75,108.75,2212.25,2621.75,3356.5,3.25,82.5,96.75,829.5,1.0,1149.25,1.0,2382.75,7.0,1.0,1164.5,96.5,1060.5,757.0,788.5,843.25,457.0,932.0,865.0,940.25,221.75,1.0,454.25,1.0,2376.25,1.0,3341.0,662.5,869.0,748.25,1772.75,4.0,,,,,"POLYGON ((-58.55191701296657 2.121766975034474, -58.55191701282752 2.031766975318105, -58.6419170127966 2.031766975457607, -58.64191701293602 2.121766975173855, -58.55191701296657 2.121766975034474))"
1278,1278,UPP,9,99.43952488241419,61.25,7728.5,772.0,10032.75,446.5,8319.5,78.5,465.75,1163.25,185.5,5394.5,5396.25,2271.5,750.0,865.75,936.25,50.75,4552.0,2652.25,10028.0,82.75,1.0,1.0,867.25,1100.75,4552.0,111.25,2216.75,2631.0,3419.0,4.0,83.5,99.25,830.75,1.0,1152.0,1.0,2392.0,8.0,1.0,1161.25,98.5,1060.25,758.75,790.75,858.75,458.0,932.25,871.5,943.0,224.5,1.0,455.0,1.0,2383.0,1.0,3402.5,662.5,870.25,749.0,1766.0,4.0,,,,,"POLYGON ((-58.55191701310557 2.211766974751393, -58.55191701296657 2.121766975034475, -58.64191701293602 2.121766975173855, -58.64191701307539 2.21176697489065, -58.55191701310557 2.211766974751393))"
1279,1279,UPP,9,99.43362624507928,62.75,7750.0,773.0,10075.5,447.0,8360.5,79.0,465.75,1168.5,187.75,5409.25,5412.0,2278.5,751.0,879.25,937.5,51.0,4571.0,2666.5,10069.75,83.75,1.0,1.0,867.5,1102.0,4571.0,113.25,2223.5,2645.25,3472.25,4.5,84.0,100.5,831.25,1.0,1153.25,1.0,2417.75,9.0,1.0,1166.5,99.5,1059.0,759.5,791.5,872.0,458.25,931.5,877.25,943.75,226.25,1.0,455.25,1.0,2407.25,1.0,3454.75,662.25,870.25,749.5,1757.25,4.0,,,,,"POLYGON ((-58.55191701324456 2.301766974468865, -58.55191701310557 2.211766974751393, -58.64191701307539 2.21176697489065, -58.64191701321475 2.301766974607997, -58.55191701324456 2.301766974468865))"
1280,1280,UPP,9,99.42748842219345,64.25,7775.5,773.5,10123.25,447.0,8406.0,79.25,465.0,1174.5,189.75,5424.75,5429.25,2285.5,751.25,897.0,938.0,51.5,4589.0,2682.0,10116.25,84.25,1.0,1.0,867.0,1102.0,4589.0,115.5,2230.75,2661.0,3542.0,5.0,84.5,101.5,831.25,1.0,1153.75,1.0,2451.5,10.5,1.0,1173.0,100.75,1057.5,760.0,791.25,889.25,457.75,929.75,871.25,943.5,228.25,1.0,455.25,1.0,2439.5,1.0,3525.0,662.5,869.5,749.25,1744.75,4.0,,,,,"POLYGON ((-58.55191701338352 2.391766974186897, -58.55191701324456 2.301766974468865, -58.64191701321475 2.301766974607997, -58.64191701335408 2.391766974325902, -58.55191701338352 2.391766974186897))"
1281,1281,UPP,9,99.42111142555882,47.5,7760.25,775.75,10138.25,448.0,8421.5,80.25,465.0,876.25,194.5,5429.75,5436.5,2288.5,754.25,910.0,941.0,52.5,4586.75,2687.75,10131.0,85.5,1.0,1.0,868.5,1105.5,4586.75,119.25,2233.75,2667.0,3600.75,6.25,85.5,105.0,831.75,1.0,1157.0,0.75,2453.5,13.0,1.75,875.25,105.0,1057.25,762.25,594.0,902.5,457.75,929.25,866.0,946.25,234.0,1.0,456.5,1.0,2438.75,1.0,3585.0,663.25,870.25,563.75,1730.0,4.0,,,,,"POLYGON ((-58.55191701352246 2.481766973905486, -58.55191701338352 2.391766974186898, -58.64191701335408 2.391766974325902, -58.64191701349339 2.481766974044363, -58.55191701352246 2.481766973905486))"
1282,1282,UPP,9,99.41449526746115,14.75,7689.25,774.75,10142.5,437.25,8427.75,85.5,465.25,290.25,195.25,5428.25,5436.75,2290.25,758.25,910.0,940.5,59.0,4590.75,2690.25,10132.75,88.25,1.0,1.0,869.75,1110.75,4590.75,118.5,2235.25,2670.25,3619.0,7.0,92.0,113.75,827.75,1.0,1155.75,0.25,2446.0,11.25,2.5,289.75,114.5,1062.25,761.0,198.25,902.75,458.0,931.75,852.75,939.25,243.5,1.0,445.25,1.0,2424.5,1.0,3603.25,659.5,872.75,189.25,1728.5,4.0,,,,,"POLYGON ((-58.55191701366137 2.57176697362464, -58.55191701352246 2.481766973905487, -58.64191701349339 2.481766974044363, -58.64191701363267 2.571766973763387, -58.55191701366137 2.57176697362464))"
1283,1283,UPP,9,99.40763996062512,0.0,7643.0,772.75,10159.25,425.75,8445.5,90.5,465.25,0.0,195.0,5430.25,5440.5,2293.5,761.0,905.0,938.5,65.25,4604.5,2697.0,10147.0,90.5,1.0,1.0,869.75,1114.25,4604.5,117.0,2238.75,2677.5,3626.5,7.25,98.5,121.25,823.25,1.0,1153.25,0.0,2452.75,9.0,3.5,0.0,123.0,1066.5,758.5,0.0,897.5,457.5,933.75,844.25,931.0,251.75,1.0,433.5,1.0,2425.75,1.0,3611.25,655.5,874.75,0.0,1727.25,4.0,,,,,"POLYGON ((-58.55191701380027 2.661766973344359, -58.55191701366137 2.57176697362464, -58.64191701363267 2.571766973763387, -58.64191701377193 2.661766973482977, -58.55191701380027 2.661766973344359))"
1284,1284,UPP,9,99.40054551823235,0.0,7650.166666666667,775.8333333333334,10191.5,426.5,8477.333333333334,91.66666666666667,465.3333333333333,0.0,199.66666666666666,5439.0,5453.666666666667,2298.8333333333335,764.1666666666666,894.3333333333334,942.5,66.33333333333333,4615.833333333333,2708.6666666666665,10177.0,91.66666666666667,1.0,1.0,872.0,1118.6666666666667,4615.833333333333,120.83333333333333,2244.1666666666665,2689.1666666666665,3639.3333333333335,8.166666666666666,99.16666666666667,124.5,824.1666666666666,1.0,1157.6666666666667,0.0,2465.6666666666665,11.5,6.833333333333333,0.0,127.66666666666667,1066.5,761.3333333333334,0.0,886.5,456.1666666666667,933.8333333333334,842.6666666666666,934.3333333333334,258.5,1.0,434.6666666666667,1.0,2436.1666666666665,1.0,3625.1666666666665,656.5,876.0,0.0,1707.5,6.0,,,,,"POLYGON ((-58.55191701393913 2.751766973064646, -58.55191701380027 2.661766973344359, -58.64191701377193 2.661766973482977, -58.64191701391119 2.751766973203131, -58.55191701393913 2.751766973064646))"
1285,1285,UPP,9,99.3932119539417,0.0,7729.5,780.75,10224.75,427.0,8509.25,89.5,465.5,0.0,197.0,5449.75,5466.25,2304.0,766.5,887.75,947.75,64.25,4627.75,2719.5,10206.0,89.5,1.0,1.0,874.25,1121.5,4627.75,118.75,2249.25,2700.0,3652.25,7.75,97.0,123.5,828.75,1.0,1163.5,0.0,2482.25,10.5,7.5,0.0,125.75,1071.5,766.25,0.0,880.0,456.25,938.0,843.25,936.25,257.5,1.0,435.0,1.0,2455.75,1.0,3637.5,660.25,878.75,0.0,1698.0,4.0,,,,,"POLYGON ((-58.55191701407798 2.841766972785509, -58.55191701393913 2.751766973064647, -58.64191701391119 2.751766973203132, -58.64191701405041 2.841766972923859, -58.55191701407798 2.841766972785509))"
1286,1286,UPP,9,99.38563928182556,0.0,7828.25,785.25,10247.5,426.75,8531.25,85.75,466.25,0.0,190.0,5459.0,5474.5,2307.25,767.0,886.75,952.0,60.5,4640.5,2726.5,10224.75,85.75,1.0,1.0,875.75,1122.25,4640.5,113.5,2252.75,2707.25,3660.5,6.25,93.75,119.0,834.0,1.0,1168.5,0.0,2496.25,7.5,7.0,0.0,120.25,1078.5,770.75,0.0,879.25,457.0,944.0,849.25,936.75,251.25,1.0,435.0,1.0,2475.0,1.0,3645.75,664.75,882.25,0.0,1698.0,4.0,,,,,"POLYGON ((-58.55191701421681 2.931766972506942, -58.55191701407798 2.841766972785509, -58.64191701405041 2.841766972923859, -58.6419170141896 2.931766972645158, -58.55191701421681 2.931766972506942))"
1287,1287,UPP,9,99.37782751644575,0.0,7806.75,784.0,10270.75,426.75,8554.0,82.75,465.75,0.0,182.75,5464.25,5479.0,2311.0,759.5,886.75,950.25,62.25,4662.25,2734.75,10242.75,84.0,1.0,1.0,865.0,1116.0,4662.25,108.0,2256.25,2715.0,3670.0,8.0,95.5,113.75,840.75,1.0,1165.75,0.0,2514.0,5.0,12.5,0.0,113.25,1083.5,769.25,0.0,879.0,450.75,947.0,855.25,923.5,244.5,1.0,434.75,1.0,2487.5,1.0,3654.5,669.5,882.25,0.0,1705.0,4.0,,,,,"POLYGON ((-58.55191701435562 3.021766972228956, -58.55191701421681 2.931766972506942, -58.6419170141896 2.931766972645158, -58.64191701432878 3.021766972367037, -58.55191701435562 3.021766972228956))"
1288,1288,UPP,9,99.36977667281086,0.0,7811.25,783.0,10290.0,427.25,8572.5,79.75,465.0,0.0,176.25,5467.75,5481.75,2314.0,752.5,884.0,949.0,64.25,4683.25,2741.25,10254.5,82.25,1.0,1.0,854.75,1110.25,4683.25,102.75,2259.0,2720.25,3677.75,9.75,97.5,109.0,847.5,1.0,1163.0,0.0,2523.25,3.25,17.75,0.0,106.5,1088.25,768.0,0.0,876.25,445.0,949.75,867.25,910.25,238.0,1.0,434.75,1.0,2492.25,1.0,3660.0,674.25,881.25,0.0,1712.25,4.0,,,,,"POLYGON ((-58.55191701449442 3.111766971951553, -58.55191701435562 3.021766972228956, -58.64191701432878 3.021766972367037, -58.64191701446794 3.111766972089494, -58.55191701449442 3.111766971951553))"
1289,1289,UPP,9,99.36148676639097,0.0,7938.25,788.5,10297.75,428.0,8580.25,76.5,466.0,0.0,171.25,5472.25,5485.0,2315.25,754.25,875.75,954.75,61.25,4692.0,2743.75,10254.0,79.0,1.0,1.0,857.75,1112.5,4692.0,98.75,2260.25,2722.25,3680.25,8.5,94.5,105.75,852.75,1.0,1169.25,0.0,2514.75,2.25,16.5,0.0,103.25,1095.25,773.5,0.0,868.25,447.0,956.0,879.0,911.75,234.0,1.0,435.5,1.0,2488.5,1.0,3662.25,679.0,883.75,0.0,1712.5,4.0,,,,,"POLYGON ((-58.55191701463318 3.201766971674731, -58.55191701449442 3.111766971951553, -58.64191701446794 3.111766972089494, -58.64191701460708 3.201766971812532, -58.55191701463318 3.201766971674731))"
1290,1290,UPP,9,99.35295781310946,0.0,8069.75,793.75,10288.75,429.0,8571.5,74.75,467.25,0.0,167.75,5470.75,5482.75,2314.25,757.25,863.75,960.75,59.5,4697.25,2741.0,10237.0,77.25,1.0,1.0,861.5,1116.25,4697.25,95.5,2259.5,2719.25,3676.75,7.5,92.5,104.25,857.75,1.0,1176.0,0.0,2496.5,2.0,15.75,0.0,101.5,1102.75,778.75,0.0,856.0,449.0,962.75,884.5,915.0,231.5,1.0,436.75,1.0,2477.75,1.0,3658.25,682.75,887.25,0.0,1713.0,4.0,,,,,"POLYGON ((-58.55191701477194 3.291766971398498, -58.55191701463318 3.201766971674731, -58.64191701460708 3.201766971812533, -58.6419170147462 3.291766971536162, -58.55191701477194 3.291766971398498))"
1291,1291,UPP,9,99.3441898293301,0.0,8171.75,796.5,10284.75,429.25,8567.0,74.5,468.25,0.0,164.25,5471.0,5482.25,2313.75,759.5,858.75,964.0,59.0,4709.75,2739.5,10226.75,77.25,1.0,1.0,864.5,1119.0,4709.75,91.75,2259.0,2717.25,3675.25,6.25,92.25,104.0,860.0,1.0,1179.5,0.0,2489.25,2.0,13.25,0.0,101.25,1109.0,781.5,0.0,850.75,452.0,968.25,886.75,917.25,231.5,1.0,437.5,1.0,2477.75,1.0,3655.5,684.25,889.0,0.0,1714.75,4.0,,,,,"POLYGON ((-58.55191701491068 3.381766971122857, -58.55191701477194 3.291766971398498, -58.6419170147462 3.291766971536162, -58.64191701488532 3.381766971260376, -58.55191701491068 3.381766971122857))"
1292,1292,UPP,9,99.33518283189517,0.0,8231.5,797.25,10295.75,429.25,8577.0,74.5,468.5,0.0,160.0,5476.25,5487.25,2315.5,760.0,862.25,964.75,59.25,4728.0,2743.0,10233.25,77.5,1.0,1.0,866.5,1119.5,4728.0,87.25,2260.5,2721.25,3679.5,4.75,92.5,104.0,860.25,1.0,1180.25,0.0,2496.25,2.0,9.0,0.0,101.25,1114.0,782.75,0.0,854.25,455.75,973.0,880.75,917.5,233.0,1.0,437.5,1.0,2487.25,1.0,3660.25,684.75,889.25,0.0,1717.0,4.0,,,,,"POLYGON ((-58.55191701504938 3.471766970847808, -58.55191701491068 3.381766971122857, -58.64191701488532 3.381766971260376, -58.64191701502438 3.471766970985183, -58.55191701504938 3.471766970847808))"
1293,1293,UPP,9,99.32593683808385,0.0,8213.5,788.75,10301.75,429.0,8582.75,84.25,468.0,0.0,153.5,5476.75,5487.75,2317.0,768.75,864.25,956.5,61.25,4741.5,2745.25,10233.75,87.5,1.0,1.0,866.0,1127.25,4741.5,85.0,2262.0,2723.75,3682.25,6.75,94.25,108.5,854.75,1.0,1171.0,0.0,2500.75,7.5,9.5,0.0,107.25,1121.5,775.5,0.0,856.25,455.0,982.5,876.5,932.75,238.5,1.0,437.5,1.0,2490.5,1.0,3662.5,680.75,890.5,0.0,1730.25,4.0,,,,,"POLYGON ((-58.5519170151881 3.561766970573356, -58.55191701504938 3.471766970847808, -58.64191701502438 3.471766970985185, -58.64191701516347 3.561766970710587, -58.5519170151881 3.561766970573356))"
1294,1294,UPP,9,99.31645186565244,0.0,8190.75,780.0,10310.25,428.75,8590.75,94.0,467.75,0.0,146.5,5478.5,5489.25,2319.0,777.5,867.0,948.0,63.0,4756.5,2748.25,10237.75,97.5,1.0,1.0,864.5,1135.0,4756.5,82.75,2264.25,2726.75,3686.0,9.5,96.0,112.25,849.0,1.0,1161.25,0.0,2507.75,13.0,8.5,0.0,113.25,1128.5,767.5,0.0,858.75,455.0,991.25,872.25,947.75,243.75,1.0,437.5,1.0,2496.5,1.0,3665.75,676.75,891.0,0.0,1743.25,4.0,,,,,"POLYGON ((-58.55191701532677 3.651766970299503, -58.5519170151881 3.561766970573356, -58.64191701516347 3.561766970710588, -58.64191701530254 3.651766970436588, -58.55191701532677 3.651766970299503))"
1295,1295,UPP,9,99.30672793278552,0.0,8197.75,781.0,10320.75,429.25,8600.25,94.0,468.75,0.0,142.0,5485.5,5494.5,2321.0,778.25,869.0,949.25,63.25,4765.0,2751.0,10244.5,97.5,1.0,1.0,865.25,1136.0,4765.0,78.75,2266.0,2730.0,3689.75,9.25,96.0,111.75,849.5,1.0,1162.5,0.0,2513.25,13.0,4.75,0.0,113.75,1133.25,768.75,0.0,860.5,458.25,995.5,866.5,948.25,244.5,1.0,437.5,1.0,2501.75,1.0,3670.0,677.0,891.25,0.0,1745.0,4.0,,,,,"POLYGON ((-58.55191701546546 3.741766970026252, -58.55191701532677 3.651766970299503, -58.64191701530254 3.651766970436588, -58.64191701544157 3.74176697016319, -58.55191701546546 3.741766970026252))"
1296,1296,UPP,9,99.29676505815183,0.0,8191.0,782.5,10319.5,429.5,8598.75,94.25,469.75,0.0,138.25,5487.0,5494.25,2320.75,779.5,866.5,951.0,63.75,4760.75,2750.5,10240.75,98.0,1.0,1.0,866.0,1137.5,4760.75,75.5,2265.75,2729.25,3689.25,9.0,96.0,111.0,850.5,1.0,1164.25,0.0,2509.5,13.25,4.5,0.0,115.0,1138.0,770.5,0.0,858.25,459.0,999.75,867.25,949.5,245.5,1.0,437.75,1.0,2498.0,1.0,3669.25,678.5,891.75,0.0,1746.75,4.0,,,,,"POLYGON ((-58.55191701560411 3.831766969753608, -58.55191701546546 3.741766970026252, -58.64191701544157 3.74176697016319, -58.6419170155806 3.8317669698904, -58.55191701560411 3.831766969753608))"
1297,1297,UPP,9,99.2865632608753,0.0,8193.666666666666,783.3333333333334,10302.166666666666,429.1666666666667,8580.5,94.83333333333333,469.1666666666667,0.0,133.83333333333334,5475.333333333333,5483.166666666667,2315.5,781.0,858.0,951.8333333333334,64.0,4738.333333333333,2744.6666666666665,10216.5,98.66666666666667,1.0,1.0,865.8333333333334,1138.8333333333333,4739.5,71.83333333333333,2261.0,2724.6666666666665,3682.8333333333335,9.5,96.33333333333333,107.83333333333333,853.3333333333334,1.0,1164.8333333333333,0.0,2495.0,13.666666666666666,5.166666666666667,0.0,115.83333333333333,1142.8333333333333,771.6666666666666,0.0,850.0,458.0,1003.6666666666666,869.8333333333334,950.8333333333334,246.16666666666666,1.0,437.5,1.0,2482.3333333333335,1.0,3664.3333333333335,683.3333333333334,891.1666666666666,0.0,1747.5,6.0,,,,,"POLYGON ((-58.55191701574276 3.921766969481574, -58.55191701560411 3.83176696975361, -58.6419170155806 3.8317669698904, -58.64191701571961 3.921766969618214, -58.55191701574276 3.921766969481574))"
1298,1298,UPP,9,99.27612256050634,0.0,7754.25,767.0,10271.75,429.25,8551.0,119.0,470.0,0.0,198.0,5461.25,5469.75,2307.75,783.75,841.75,935.25,91.0,4679.75,2734.0,10194.75,124.5,1.0,1.0,870.0,1142.0,4681.0,92.5,2253.5,2715.25,3671.0,19.25,124.5,107.0,856.25,1.0,1145.75,0.0,2455.0,14.25,5.0,0.0,118.5,1108.5,752.5,0.0,834.75,459.5,990.75,872.75,953.25,248.5,1.0,437.25,1.0,2414.5,1.0,3653.75,686.5,894.75,0.0,1731.25,4.0,,,,,"POLYGON ((-58.55191701588139 4.011766969210155, -58.55191701574276 3.921766969481574, -58.64191701571961 3.921766969618214, -58.6419170158586 4.011766969346642, -58.55191701588139 4.011766969210155))"
1299,1299,UPP,9,99.26544297707585,0.0,7384.5,750.0,10262.0,428.75,8542.0,142.5,470.25,0.0,262.0,5456.25,5465.75,2304.0,785.25,834.0,917.75,117.5,4645.5,2729.75,10196.75,149.75,1.0,1.0,875.25,1143.25,4645.5,113.0,2249.75,2711.5,3666.5,27.0,152.0,106.25,857.75,1.0,1125.5,0.0,2430.0,12.75,4.25,0.0,118.0,1072.5,732.75,0.0,827.25,461.5,977.0,874.5,954.25,248.5,1.0,436.75,1.0,2367.5,1.0,3650.0,687.75,899.75,0.0,1715.0,4.0,,,,,"POLYGON ((-58.55191701602001 4.101766968939344, -58.55191701588139 4.011766969210155, -58.6419170158586 4.011766969346642, -58.64191701599761 4.10176696907568, -58.55191701602001 4.101766968939344))"
1300,1300,UPP,9,99.25452453109084,0.0,7505.25,749.5,10273.75,427.0,8551.5,141.75,468.75,0.0,256.5,5454.25,5464.5,2303.25,784.25,836.5,916.75,116.75,4654.75,2732.5,10200.75,149.0,1.0,1.0,875.75,1141.25,4654.75,108.25,2249.0,2715.75,3670.25,24.25,151.25,101.75,858.75,1.0,1124.0,0.0,2436.25,9.5,4.5,0.0,115.75,1074.5,732.5,0.0,829.75,460.0,979.0,875.25,953.0,246.5,1.0,435.0,1.0,2381.75,1.0,3655.5,690.25,900.75,0.0,1715.25,4.0,,,,,"POLYGON ((-58.55191701615861 4.191766968669158, -58.55191701602001 4.101766968939344, -58.64191701599761 4.10176696907568, -58.64191701613658 4.191766968805333, -58.55191701615861 4.191766968669158))"
